Ordens ;Protocolo;Resposta ;Custas ;Motivo de atrazo
#151345/116;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/117;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/118;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/120;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/121;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/123;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/124;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/126;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/127;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/128;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/134;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/139;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/140;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/141;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/142;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/143;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/145;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/146;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/153;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/154;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/161;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/162;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/163;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/164;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/165;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/166;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/167;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/168;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/169;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/171;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/174;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/175;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/177;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/178;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/179;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/180;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/183;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/185;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/189;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/190;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/191;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/192;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/194;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/196;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/197;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/203;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/205;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/206;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/208;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/209;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/210;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/211;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/212;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/213;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/214;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/215;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/216;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/217;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/218;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/219;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/224;;3 Positiva ;;Detran não emitiu certidadão na data prometida
#151345/226;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/227;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/229;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/231;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/233;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/235;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/236;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/239;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/240;;6 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/242;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/244;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/245;;6 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/246;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/250;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/251;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/252;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/254;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/255;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/256;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/260;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/262;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/265;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/267;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/269;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/270;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/271;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/272;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/273;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/274;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/275;;2 Positiva ;;Detran não emitiu certidadão na data prometida  
#151345/277;;1 Positiva ;;Detran não emitiu certidadão na data prometida  
#151345/279;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/281;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/282;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/283;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/285;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/291;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/292;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/293;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/294;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/295;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/296;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/298;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/300;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/304;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/305;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/309;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/311;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/314;;7 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/315;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/316;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/321;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/322;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/323;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/325;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/326;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/328;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/333;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/335;;10 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/337;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/338;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/340;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/343;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/345;;5 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/346;;7 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/349;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/350;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/351;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/352;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/355;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/356;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/357;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/360;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/362;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/363;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/364;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/369;;6 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/372;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/374;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/375;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/376;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/377;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/378;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/379;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/380;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/381;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/383;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/386;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/388;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/390;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/391;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/393;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/394;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/395;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/397;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/399;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/400;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/405;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/406;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/407;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/409;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/411;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/412;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/413;;1 Positiva ;;Detran não emitiu certidadão na data prometida  
#151345/415;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/419;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/420;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/421;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/422;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/423;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/424;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/425;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/429;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/433;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/435;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/436;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/438;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/439;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/440;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/443;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/444;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/445;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/446;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/447;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/449;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/450;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/452;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/453;;6 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/455;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/456;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/457;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/458;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/461;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/462;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/463;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/466;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/467;;1 Positiva ;;Detran não emitiu certidadão na data prometida  
#151345/469;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/470;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/471;;6 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/474;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/475;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/476;;5 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/477;;6 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/478;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/479;;8 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/480;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/481;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/482;;7 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/484;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/485;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/486;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/490;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/492;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/494;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/497;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/499;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/503;;1 Positiva ;;Detran não emitiu certidadão na data prometida
#151345/505;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/514;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/520;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/521;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/525;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/526;;9 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/530;;4 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/531;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/533;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/534;;5 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/535;;2 Positiva ;;Detran não emitiu certidadão na data prometida  
#151345/540;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/544;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/545;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/546;;7 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/547;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/549;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/551;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/553;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/554;;5 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/555;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/556;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/559;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/563;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/565;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/566;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/568;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/570;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/572;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/575;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/577;;5 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/578;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/579;;3 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/580;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/581;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/583;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/585;;1 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/586;;2 Positiva ;;Detran não emitiu certidadão na data prometida 
#151345/588;;2 Positiva ;;Detran não emitiu certidadão na data prometida
#151481/6;;1 Positiva ;;
#151487/10;;1 Positiva ;;
#151501/10;;1 Positiva ;;
#151501/18;;1 Positiva ;;
#151548/2;;1 Positiva ;;
#151580/4;;4 Positiva ;;
#151580/6;;1 Positiva ;;
#151580/8;;4 Positiva ;;
#151580/10;;3 Positiva ;;
#151804/2;;1 Positiva ;;
#151850/2;;1 Positiva ;;
#151852/2;;1 Positiva ;;
#151852/4;;1 Positiva ;;
#151852/6;;2 Positiva ;;
#151852/7;;1 Positiva ;;
#151852/8;;1 Positiva ;;
#151852/9;;3 Positiva ;;
#151852/11;;2 Positiva ;;
#151852/12;;5 Positiva ;;
#151852/15;;1 Positiva ;;
#151852/16;;1 Positiva ;;
#151852/18;;1 Positiva ;;
#151852/20;;4 Positiva ;;
#151852/21;;4 Positiva ;;
#151852/22;;5 Positiva ;;
#151852/24;;2 Positiva ;;
#151852/25;;1 Positiva ;;
#151852/26;;5 Positiva ;;
#151852/27;;1 Positiva ;;
#151852/28;;3 Positiva ;;
#151852/30;;2 Positiva ;;
#151852/31;;1 Positiva ;;
#151852/32;;1 Positiva ;;
#151852/34;;1 Positiva ;;
#151852/37;;1 Positiva ;;
#151852/39;;3 Positiva ;;
#151852/41;;1 Positiva ;;
#151852/45;;3 Positiva ;;
#151852/47;;1 Positiva ;;
#151852/49;;6 Positiva ;;
#151852/50;;2 Positiva ;;
#151852/51;;1 Positiva ;;
#151852/55;;1 Positiva ;;
#151852/58;;1 Positiva ;;
#151852/59;;1 Positiva ;;
#151852/60;;1 Positiva ;;
#151852/61;;1 Positiva ;;
#151852/62;;2 Positiva ;;
#151852/63;;1 Positiva ;;
#151852/67;;3 Positiva ;;
#151852/71;;1 Positiva ;;
#151852/72;;1 Positiva ;;
#151852/75;;1 Positiva ;;
#151852/78;;5 Positiva ;;
#151852/79;;1 Positiva ;;
#151852/80;;2 Positiva ;;
#151852/81;;5 Positiva ;;
#151852/83;;2 Positiva ;;
#151852/85;;6 Positiva ;;
#151852/87;;1 Positiva ;;
#151852/88;;2 Positiva ;;
#151852/90;;1 Positiva ;;
#151852/91;;1 Positiva ;;
#151852/92;;3 Positiva ;;
#151852/93;;2 Positiva ;;
#151852/95;;1 Positiva ;;
#151854/4;;2 Positiva ;;
#151854/5;;1 Positiva ;;
#151854/7;;2 Positiva ;;
#151854/8;;3 Positiva ;;
#151854/9;;2 Positiva ;;
#151854/12;;1 Positiva ;;
#151854/14;;1 Positiva ;;
#151854/19;;4 Positiva ;;
#151854/21;;1 Positiva ;;
#151854/22;;4 Positiva ;;
#151854/26;;1 Positiva ;;
#151854/27;;1 Positiva ;;
#151854/28;;1 Positiva ;;
#151854/37;;3 Positiva ;;
#151854/39;;1 Positiva ;;
#151854/42;;1 Positiva ;;
#151854/44;;2 Positiva ;;
#151854/51;;2 Positiva ;;
#151854/55;;4 Positiva ;;
#151854/60;;1 Positiva ;;
#151854/65;;1 Positiva ;;
#151854/68;;5 Positiva ;;
#151854/72;;1 Positiva ;;
#151854/73;;2 Positiva ;;
#151854/74;;1 Positiva ;;
#151854/76;;2 Positiva ;;
#151854/77;;3 Positiva ;;
#151854/78;;10 Positiva ;;
#151854/82;;2 Positiva ;;
#151854/85;;4 Positiva ;;
#151854/87;;5 Positiva ;;
#151854/90;;2 Positiva ;;
#151854/91;;2 Positiva ;;
#151854/93;;1 Positiva ;;
#151854/96;;1 Positiva ;;
#151854/98;;1 Positiva ;;
#151854/100;;1 Positiva ;;
#151854/105;;1 Positiva ;;
#151854/106;;7 Positiva ;;
#151854/107;;1 Positiva ;;
#151854/116;;2 Positiva ;;
#151854/117;;2 Positiva ;;
#151854/119;;4 Positiva ;;
#151881/12;;1 Positiva ;;
#151881/14;;12 Positiva ;;
#151852/100;;2 Positiva ;;
#152147/297;;1 Positiva ;;
#152147/298;;2 Positiva ;;
#152147/299;;2 Positiva ;;
#152147/300;;4 Positiva ;;
#152151/395;;3 Positiva ;;
#152147/302;;2 Positiva ;;
#152147/303;;3 Positiva ;;
#152151/398;;3 Positiva ;;
#152147/308;;2 Positiva ;;
#152147/310;;3 Positiva ;;
#152147/311;;1 Positiva ;;
#152147/312;;2 Positiva ;;
#152147/314;;1 Positiva ;;
#152147/318;;2 Positiva ;;
#152147/321;;11 Positiva ;;
#152147/322;;1 Positiva ;;
#152147/323;;6 Positiva ;;
#152147/326;;2 Positiva ;;
#152147/328;;1 Positiva ;;
#152147/330;;5 Positiva ;;
#152147/331;;1 Positiva ;;
#152147/332;;1 Positiva ;;
#152147/334;;1 Positiva ;;
#152147/335;;3 Positiva ;;
#152147/336;;1 Positiva ;;
#152147/337;;1 Positiva ;;
#152147/340;;1 Positiva ;;
#152151/399;;1 Positiva ;;
#152151/400;;1 Positiva ;;
#152151/401;;2 Positiva ;;
#152151/402;;1 Positiva ;;
#152151/403;;2 Positiva ;;
#152151/404;;1 Positiva ;;
#152151/405;;1 Positiva ;;
#152151/406;;2 Positiva ;;
#152151/407;;7 Positiva ;;
#152151/408;;2 Positiva ;;
#152151/409;;4 Positiva ;;
#152151/410;;1 Positiva ;;
#152286/1;;1 Positiva ;;
#152151/413;;2 Positiva ;;
#152407/2;;3 Positiva ;;
#152428/2;;3 Positiva ;;
#152430/2;;1 Positiva ;;
#152438/4;;2 Positiva ;;
#152447/4;;2 Positiva ;;
#152666/2;;1 Positiva ;;
#152740/1;;1 Positiva ;;
#152740/5;;1 Positiva ;;
#152740/9;;2 Positiva ;;
#152740/13;;1 Positiva ;;
#152740/14;;4 Positiva ;;
#152740/15;;1 Positiva ;;
#152740/16;;1 Positiva ;;
#152740/17;;1 Positiva ;;
#152740/18;;1 Positiva ;;
#152772/2;;2 Positiva ;;
#152772/3;;1 Positiva ;;
#152772/7;;2 Positiva ;;
#152772/8;;2 Positiva ;;
#152772/10;;1 Positiva ;;
#152772/11;;1 Positiva ;;
#152772/14;;2 Positiva ;;
#152772/19;;3 Positiva ;;
#152772/22;;1 Positiva ;;
