Referência;2010;
CLIENTE;CNPJ;VALOR Janeiro;PEDIDOS Janeiro;VALOR Fevereiro;PEDIDOS Fevereiro;VALOR Março;PEDIDOS Março;VALOR Abril;PEDIDOS Abril;VALOR Maio;PEDIDOS Maio;VALOR Junho;PEDIDOS Junho;VALOR Julho;PEDIDOS Julho;VALOR Agosto;PEDIDOS Agosto;VALOR Setembro;PEDIDOS Setembro;VALOR Outubro;PEDIDOS Outubro;VALOR Novembro;PEDIDOS Novembro;VALOR Dezembro;PEDIDOS Dezembro;VALOR Ano;Pedidos Ano;
		ORLANDO ALVES BATISTA  serra negra me;	;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;100,00;1;0,00;0;0,00;0;100,00;1,00
KUSTER & MACHADO ADVOGADOS ASSOCIADOS;	00.089.907/0001-79;0,00;0;0,00;0;0,00;0;0,00;0;226,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;226,00;2,00
DIV PLAN  COMERCIO E SERVIÇOS LTDA. - ME;	00.164.315/0001-74;0,00;0;0,00;0;0,00;0;135,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;135,00;1,00
CHAMA VIVA;	00.215.884/0001-00;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;210,00;7;210,00;7,00
RED BALLOON CURSO DE INGLES LTDA - UNIDADE PACAEMBU;	00.260.187/0001-62;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;83,80;1;0,00;0;0,00;0;0,00;0;83,80;1,00
NARDI E CEZAR ADVOGADOS ASSOCIADOS;	00.260.194/0001-64;0,00;0;0,00;0;0,00;0;0,00;0;175,00;6;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;175,00;6,00
Caixa Economica Federal;	00.360.305/0245-50;0,00;0;0,00;0;58,00;4;0,00;0;23300,95;207;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;23358,95;211,00
104 Caixa Econômica Federal;	00.360.305/0254-41;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;22501,97;154;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;22501,97;154,00
104 Caixa Econômica Federal;	00.360.305/0272-23;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;10282,60;110;10282,60;110,00
CAIXA ECONOMICA FEDERAL;	00.360.305/0344-32;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;140,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;140,00;1,00
104 Caixa Econômica Federal;	00.360.305/0657-45;0,00;0;0,00;0;52975,38;452;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;52975,38;452,00
CAIXA ECONOMICA FEDERAL ;	00.360.305/1370-88;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;100,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;100,00;1,00
104 Caixa Econômica Federal;	00.360.305/1597-23;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;21476,11;183;0,00;0;21476,11;183,00
CAIXA ECONOMICA FEDERAL;	00.360.305/2023-27;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;1250,60;14;0,00;0;0,00;0;0,00;0;0,00;0;1250,60;14,00
104 Caixa Econômica Federal;	00.360.305/2678-87;0,00;0;0,00;0;0,00;0;36079,41;291;0,00;0;0,00;0;42204,46;311;27923,00;278;87845,76;495;30800,21;217;0,00;0;0,00;0;224852,84;1592,00
Caixa Econômica Federal - Ag. Real Parque;	00.360.305/3007-60;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;1076,80;6;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;1076,80;6,00
104 Caixa Econômica Federal;	00.360.305/4037-30;14986,54;117;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;14986,54;117,00
CAIXA ECONOMICA FEDERAL;	00.360.305/4053-50;0,00;0;0,00;0;0,00;0;0,00;0;170,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;170,00;2,00
104 Caixa Econômica Federal - 4115 Av. Góias ;	00.360.305/4115-97;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;677,80;4;0,00;0;677,80;4,00
LARA ADVOGADOS ASSOCIADOS;	00.385.937/0001-22;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;298,90;1;0,00;0;0,00;0;0,00;0;0,00;0;298,90;1,00
Equigás - Equipamentos de Gases Ltda. ;	00.422.247/0001-04;0,00;0;0,00;0;800,00;10;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;800,00;10,00
GIARDINO NOIVAS LTDA ME;	00.425.653/0001-12;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;50,00;1;0,00;0;50,00;1,00
INSTALTEC ELETRICA E HIDRAULICA LTDA;	00.512.222/0001-93;0,00;0;0,00;0;0,00;0;25,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;25,00;1,00
S MART COMERCIAL DED PRESENTES E UTILIDADES LTDA ME ;	00.559.932/0001-79;0,00;0;0,00;0;2275,54;20;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;2275,54;20,00
TRADUÇÃO MODAS E PRESENTES LTDA;	00.566.923/0001-05;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;30,00;1;0,00;0;30,00;1,00
AGS Cobranças Ltda - EPP;	00.680.517/0001-79;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;255,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;255,00;2,00
Gastaldello, Turco, Barros e Advogados Associados;	00.692.788/0001-44;0,00;0;0,00;0;469,20;6;547,40;7;1430,20;7;677,40;8;156,40;2;312,80;4;0,00;0;78,20;1;0,00;0;0,00;0;3671,60;35,00
Associação Brasileira de Nutrição - ASBRAN;	00.718.288/0001-34;160,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;160,00;1,00
ARGUS EMPREENDIMENTOS IMOBILIARIOS LTDA.;	00.958.276/0001-87;630,00;12;0,00;0;760,00;14;357,00;6;25,00;1;380,00;7;290,00;5;240,00;6;175,00;5;0,00;0;0,00;0;0,00;0;2857,00;56,00
RF SERVICE CENTER LTDA;	01.035.470/0001-53;0,00;0;0,00;0;70,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;70,00;2,00
facocao comercio ltda me;	01.047.875/0001-01;0,00;0;0,00;0;0,00;0;0,00;0;40,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;40,00;1,00
PALAZZI ADVOGADOS ASSOCIADOS;	01.089.462/0001-90;0,00;0;0,00;0;0,00;0;0,00;0;142,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;142,00;1,00
ITALIA COMERCIAL TEXTIL LTDA ME;	01.190.978/0001-26;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;40,00;1;0,00;0;40,00;1,00
DR RAMOS ADVOGADOS ASSOCIADOS.;	01.318.126/0001-71;0,00;0;0,00;0;0,00;0;0,00;0;298,90;1;360,97;9;45,12;1;135,36;3;0,00;0;45,12;1;45,12;1;491,12;4;1421,71;20,00
ANA LUCIA FERREIRA DA COSTA-ME;	01.366.468/0001-67;0,00;0;0,00;0;0,00;0;0,00;0;143,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;143,00;1,00
CRISTINA APARECIDA DANTAS DOS SANTOS ( J C MERCADINHO);	01.379.480/0001-06;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;620,00;8;0,00;0;0,00;0;620,00;8,00
OXIGENIO CUIABA LTDA;	01.390.442/0001-54;0,02;2;0,00;0;0,00;0;100,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;100,02;4,00
J R NUCLEO RECREATIVO S/C LTDA ME;	01.479.349/0001-10;0,00;0;0,00;0;0,00;0;0,00;0;119,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;119,00;1,00
MONTEIRO & SARAN ADVOGADOS ASSOCIADOS;	01.501.108/0001-20;0,00;0;0,00;0;0,00;0;48,00;1;539,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;587,00;2,00
DCV Intermediações em Planos SC Ltda;	01.579.977/0001-78;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;20,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;20,00;1,00
L4 COMERCIAL LTDA;	01.619.612/0001-20;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;470,00;25;470,00;25,00
JR FRUTAS LTDA.;	01.655.483/0001-25;0,00;0;0,00;0;0,00;0;474,00;6;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;474,00;6,00
HSBC BANK BRASIL S/A. (Advogado Jurídico Crédito/Revisionais) CEU;	01.701.201/0001-89;515,03;2,848;0,00;0;4600,48;7,486;1216,12;3,179;2356,14;3,892;3389,56;2,903;81,18;4,119;101,78;2,180;1497,48;2,961;145,53;2,654;1610,47;3,012;483,86;3,549;15997,63;38783,00
399 HSBC Bank Brasil S.A. - Banco Multiplo;	01.701.201/0268-11;0,00;0;0,00;0;0,00;0;78,80;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;78,80;2,00
399 HSBC Bank Brasil S.A. - Banco Multiplo;	01.701.201/0320-30;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;600,00;4;0,00;0;0,00;0;600,00;4,00
399 HSBC Bank Brasil S.A. - Banco Multiplo;	01.701.201/0336-05;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;150,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;150,00;1,00
HSBC BANK BRASIL S/A;	01.701.201/0345-98;0,00;0;0,00;0;200,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;200,00;2,00
399 HSBC Bank Brasil S.A. - Banco Multiplo;	01.701.201/0350-55;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;929,77;19;929,77;19,00
399 HSBC Bank Brasil S.A. - Banco Multiplo;	01.701.201/0728-48;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;25,00;1;0,00;0;0,00;0;0,00;0;0,00;0;25,00;1,00
HSBC BANK BRASIL S/A BANCO MULTIPLO;	01.701.201/0909-00;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;300,00;2;0,00;0;419,00;3;0,00;0;719,00;5,00
399 HSBC Bank Brasil S.A. - Banco Multiplo;	01.701.201/1656-92;360,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;360,00;2,00
399 HSBC Bank Brasil S.A. - Banco Multiplo;	01.701.201/1759-06;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;450,00;3;0,00;0;0,00;0;0,00;0;450,00;3,00
399 HSBC Bank Brasil S.A. - Banco Multiplo;	01.701.201/1912-60;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;300,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;300,00;2,00
Diamantino & Hofman Comercio e Repres. Ltda;	01.704.257/0001-97;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;491,50;3;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;491,50;3,00
COMERCIAL MULTI MEIAS LTDA;	01.730.849/0001-83;0,00;0;0,00;0;0,00;0;30,00;4;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;30,00;4,00
Dreams Buffet LTDA-ME;	01.757.750/0001-75;0,00;0;0,00;0;0,00;0;216,00;1;143,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;359,00;2,00
INDÚSTRIA E COMÉRCIO DE ROUPA TAMAPLUS LTDA;	01.823.999/0001-31;0,00;0;0,00;0;0,00;0;700,00;7;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;700,00;7,00
Logos Assessoria Ltda-me;	01.825.862/0001-16;0,00;0;0,00;0;0,00;0;0,00;0;119,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;119,00;1,00
Lorene Importação e Exportação Ltda;	01.864.215/0001-13;0,00;0;0,00;0;0,00;0;305,00;2;0,00;0;0,00;0;226,60;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;531,60;4,00
Nobel Biocare Brasil Ltda.;	01.868.626/0001-87;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;300,00;2;380,00;2;0,00;0;0,00;0;0,00;0;320,00;5;1000,00;9,00
SUL BRASIL COMERCIO DE PRESENTES LTDA;	02.135.971/0001-74;0,00;0;0,00;0;0,00;0;100,00;4;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;100,00;4,00
TSS TRADE SHOWS SERVICES LTDA;	02.207.253/0001-66;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;626,00;11;0,00;0;0,00;0;0,00;0;626,00;11,00
PINKERTON DO BRASIL LTDA.;	02.214.016/0002-03;78,20;1;0,00;0;0,00;0;1112,00;5;50,00;1;2563,40;23;1160,80;9;793,17;6;0,00;0;230,00;1;0,00;0;377,10;2;6364,67;48,00
KOCH TECNOLOGIA QUIMICA LTDA;	02.222.463/0001-23;0,00;0;0,00;0;0,00;0;100,00;2;0,00;0;0,00;0;0,00;0;65,00;1;0,00;0;0,00;0;0,00;0;0,00;0;165,00;3,00
CIENCIA E NATUREZA COMÉRCIO DE PRODUTOS NATURAIS LTDA.;	02.263.522/0001-01;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;58,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;58,00;2,00
CONFECÇÕES MOREMEL;	02.587.243/0001-01;0,03;3;0,00;0;3250,00;20;0,00;0;588,00;3;0,00;0;0,00;0;0,00;0;0,00;0;360,00;3;120,00;1;150,00;2;4468,03;32,00
PRONTOS DISTRIBUIDORA DE MATERIAIS CIRURGICOS E HOSPITALARES LTDA EPP;	02.587.500/0001-05;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;180,00;1;0,00;0;0,00;0;0,00;0;0,00;0;180,00;1,00
MRV CURSO DE INGLÊS  LTDA ;	02.650.135/0001-28;0,00;0;0,00;0;0,00;0;52,14;1;0,00;0;309,40;6;251,40;3;83,80;1;0,00;0;0,00;0;0,00;0;0,00;0;696,74;11,00
Sanchez & Sanchez Advogados;	02.663.941/0001-30;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;171,20;2;0,00;0;0,00;0;0,00;0;0,00;0;171,20;2,00
Marcio Pereira Consultoria de Imóveis Ltda.;	02.732.257/0001-63;0,00;0;0,00;0;0,00;0;280,00;4;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;280,00;4,00
A BRASILEIRA RECUPERACOES PREDIAIS LTDA;	02.882.368/0001-56;0,00;0;0,00;0;0,00;0;0,00;0;980,00;18;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;980,00;18,00
ZARIF PINHEIROS COMERCIAL LTDA ME;	02.897.207/0001-36;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;240,00;14;0,00;0;0,00;0;60,00;5;0,00;0;0,00;0;0,00;0;300,00;19,00
M.L GOMES ADVOGADOS ASSOCIADOS S/C LTDA;	02.906.123/0001-11;0,00;0;0,00;0;0,00;0;6260,00;99;4340,00;59;60,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;10660,00;159,00
VERDYCON CONSERVACAO LTDA;	02.971.564/0001-05;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;70,00;2;0,00;0;70,00;2;0,00;0;70,00;2;0,00;0;210,00;6,00
CARAN ALL DECOR HOLDING LTDA;	03.023.429/0001-92;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;208,00;3;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;208,00;3,00
DIGI - VOICE TELEINFORMATICA LTDA ME;	03.049.973/0001-03;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;150,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;150,00;2,00
DEJURIS CONSULTORIA EMPRESARIAL LTDA;	03.111.121/0001-07;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;970,00;3;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;970,00;3,00
Cimec - Apoio Empresarial Ltda.;	03.276.153/0001-54;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;30,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;30,00;1,00
SPLENDIDO ALIMENTACAO E SERVICOS LTDA                             ;	03.301.938/0001-30;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;130,00;4;0,00;0;0,00;0;0,00;0;0,00;0;130,00;4,00
NERONE DO BRASIL CIA. Securitizadora de Créditos Ltda.;	03.513.451/0001-10;1478,40;10;0,00;0;890,40;6;0,00;0;0,00;0;445,20;3;0,00;0;148,40;1;296,80;2;0,00;0;220,00;2;0,00;0;3479,20;24,00
J. A. Rezende advogados associados;	03.586.507/0001-67;0,00;0;0,00;0;0,00;0;5050,00;52;0,00;0;2460,00;25;100,00;1;125,00;2;1160,00;12;560,00;6;780,00;8;820,00;8;11055,00;114,00
CARTOCCI ADVOGADOS ASSOCIADOS.;	03.616.895/0001-81;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;222,00;6;0,00;0;1150,00;24;0,00;0;0,00;0;1372,00;30,00
Banco Honda S/A ;	03.634.220/0001-65;0,00;0;0,00;0;0,00;0;1346,03;50;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;1346,03;50,00
LASER CENTER IBIRAPUERA LTDA;	03.635.359/0001-23;0,00;0;0,00;0;0,00;0;0,00;0;120,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;120,00;1,00
São Francisco Desenvolvimento Imobiliario Ltda.;	03.692.473/0001-95;100,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;100,00;1,00
BDP SOUTH AMERICA LTDA;	03.706.460/0001-28;0,00;0;0,00;0;0,00;0;70,00;1;638,00;12;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;708,00;13,00
KUBA TRANSPORTES GERAIS LTDA;	03.738.921/0001-44;120,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;120,00;2,00
Q. S. MACHINES LTDA;	03.748.048/0002-51;0,00;0;0,00;0;0,00;0;221,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;221,00;2,00
LOSINOX LTDA.;	03.770.404/0001-52;510,00;12;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;1926,00;46;0,00;0;543,00;13;0,00;0;2979,00;71,00
COLPAR PARTICIPACOES S/A;	03.801.924/0001-85;0,00;0;0,00;0;0,00;0;0,00;0;178,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;178,00;1,00
FREDERIKSEN & FREDERIKSEN LTDA;	03.928.284/0001-79;0,00;0;0,00;0;0,00;0;0,00;0;50,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;50,00;2,00
Wizkid Modas Ltda EPP;	03.965.636/0001-66;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;270,00;3;0,00;0;0,00;0;0,00;0;0,00;0;270,00;3,00
Quattro Entretenimento e Restaurante Ltda.;	04.002.319/0001-07;0,00;0;0,00;0;171,20;2;85,60;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;256,80;3,00
BLUE BAY COMERCIAL LTDA;	04.078.965/0001-58;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;298,90;1;0,00;0;0,00;0;298,90;1,00
Drogaria Heras Ltda.;	04.109.694/0001-50;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;35,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;35,00;1,00
GITANE'S JEANS MMODAS LTDA. - EPP;	04.254.331/0001-09;0,00;0;0,00;0;0,00;0;300,00;4;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;50,00;1;30,00;1;0,00;0;380,00;6,00
ASSOCIAÇÃO SSJ SÃO JOSE;	04.307.398/0001-64;143,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;143,00;1,00
GIGI DE ARRUDA BOTELHO LTDA. ME;	04.428.446/0001-72;0,00;0;0,00;0;260,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;260,00;2,00
SIGMA ASSESSORIA EMPRESARIAL LTDA;	04.658.320/0001-94;0,00;0;0,00;0;0,00;0;0,00;0;80,00;2;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;80,00;2,00
TRADE NETWORK PARTICIPACOES LTDA;	04.764.745/0001-88;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;3292,59;66;450,00;9;0,00;0;0,00;0;3742,59;75,00
EDILENE MARTA FELICIANO SERRALHERIA ME;	04.784.250/0001-10;0,00;0;0,00;0;0,00;0;0,00;0;35,00;1;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;0,00;0;35,00;1,00
