Ordens ;Protocolo;Resposta ;custas;motivo do atraso
#154653/59;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/60;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/61;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/62;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/63;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/64;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/65;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/66;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/67;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/68;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/69;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/70;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/71;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/72;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/73;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/74;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/75;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/76;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/77;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/78;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/79;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/80;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/81;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/82;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/83;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/84;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/85;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/86;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/87;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/88;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/89;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/90;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/91;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/92;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/93;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/94;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/95;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/96;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/97;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/98;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/99;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/100;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/101;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/102;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/103;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/104;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/105;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/106;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/107;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/108;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/109;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/110;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/111;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/112;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/113;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/114;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/115;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/116;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/117;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/118;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/119;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/120;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/121;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/122;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/123;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/124;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/125;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/126;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/127;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/128;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/129;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/130;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/131;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/132;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/133;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/134;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/135;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/136;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/137;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/138;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/139;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/140;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/141;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/142;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/143;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/144;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/145;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/146;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/147;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/148;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/149;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/150;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/151;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/152;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/153;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/154;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/155;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/156;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/157;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/158;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/159;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/160;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/161;;6 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/162;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/163;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/164;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/165;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/166;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/167;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/168;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/169;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/170;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/171;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/172;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/173;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/174;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/175;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/176;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/177;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/178;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/179;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/180;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/181;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/182;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/183;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/184;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/185;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/186;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/187;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/188;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/189;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/190;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/191;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/192;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/193;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/194;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/195;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/196;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/197;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/198;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/199;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/200;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/201;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/202;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/203;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/204;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/205;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/206;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/207;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/208;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/209;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/210;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/211;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/212;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/213;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/214;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/215;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/216;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/217;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/218;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/219;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/220;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/221;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/222;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/223;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/224;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/225;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/226;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/227;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/228;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/229;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/230;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/231;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/232;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/233;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/234;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/235;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/236;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/237;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/238;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/239;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/240;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/241;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/242;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/243;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/244;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/245;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/246;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/247;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/248;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/249;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/250;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/251;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/252;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/253;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/254;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/255;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/256;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/257;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/258;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/259;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/260;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/261;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/262;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/263;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/264;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/265;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/266;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/267;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/268;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/269;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/270;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/271;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/272;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/273;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/274;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/275;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/276;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/277;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/278;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/279;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/280;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/281;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/282;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/283;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/284;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/285;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/286;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/287;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/288;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/289;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/290;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/291;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/292;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/293;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/294;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/295;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/296;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/297;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/298;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/299;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/300;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/301;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/302;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/303;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/304;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/305;;7 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/306;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/307;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/308;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/309;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/310;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/311;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/312;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/313;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/314;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/315;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/316;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/317;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/318;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/319;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/320;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/321;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/322;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/323;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/324;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/325;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/326;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/327;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/328;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/329;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/330;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/331;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/332;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/333;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/334;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/335;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/336;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/337;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/338;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/339;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/340;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/341;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/342;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/343;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/344;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/345;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/346;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/347;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/348;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/349;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/350;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/351;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/352;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/353;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/354;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/355;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/356;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/357;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/358;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/359;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/360;;7 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/361;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/362;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/363;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/364;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/365;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/366;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/367;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/368;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/369;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/370;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/371;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/372;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/373;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/374;;5 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/375;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/376;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/377;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/378;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/379;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/380;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/381;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/382;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/383;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/384;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/385;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/386;;3 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/387;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/388;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/389;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/390;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/391;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/392;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/393;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/394;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/395;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/396;;2 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/397;;6 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/398;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/399;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/400;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/401;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/402;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/403;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/404;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/405;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/406;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/407;;4 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/408;;1 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/409;;Negativa ;;Detran não emitiu a certidão na data prometida 
#154653/410;;11 Positiva ;;Detran não emitiu a certidão na data prometida 
#154653/411;;Negativa ;;Detran não emitiu a certidão na data prometida 
