0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Brigadeiro Faria Lima           4.440     2º andar  Itaim Bibi                    São Paulo                     04538132SPBicbanco S/A                                                                    27052014                                                                                                                                                                                                                                                                                                                                                                                                000001
1016421019909COBR_CAUC_BIC  TROMBINI EMBALAGENS S/A                 083305235007636COOPERATIVA AGROINDUSTRIAL ALFA         AV. FERNANDO MACHADO 2580 PASSO DOS FORTCHAPECO                                 89805902SC47660000010450869426300-1     22052014046FLORIANOPOLIS       1906201400000000012550583CC                                                                                                                                                                                                                                                                                                                                                                                           302578-5      000016
1050421002855COBR_CAUC_COR  C F SANTOS COM DE ALIMENTOS LTDA        004899316000118IMIFARMA PRODUTOS FARMAC. E COSMET      TV QUINTINO BOCAIUVA 381,381            BELEM                                   66053240PA476610000100000816382453      23052014900BRADESCO S/A        3006201400000000010104945CC                                                                                                                                                                                                                                                                                                                                                                                           302578-6      000017
1007421076122COBR_CAUC_BIC  BMC HYUNDAI S.A                         005146343000182SAVEL CONSTRUCAO E LOCACAO LTDA         RUA PRISCILA B,135-QDR A LOT 54 CO      LAURO DE FREITA                         42700000BA476620000102942207CONT.-14    30072013013SALVADOR            1806201400000000030232300CC                                                                                                                                                                                                                                                                                                                                                                                           302578-7      000018
1007421076122COBR_CAUC_BIC  BMC HYUNDAI S.A                         005146343000182SAVEL CONSTRUCAO E LOCACAO LTDA         RUA PRISCILA B,135-QDR A LOT 54 CO      LAURO DE FREITA                         42700000BA476620000202942215CONT.-20    30072013013SALVADOR            1812201400000000030232300CC                                                                                                                                                                                                                                                                                                                                                                                           302578-8      000019
1007421076122COBR_CAUC_BIC  BMC HYUNDAI S.A                         005146343000182SAVEL CONSTRUCAO E LOCACAO LTDA         RUA PRISCILA B,135-QDR A LOT 54 CO      LAURO DE FREITA                         42700000BA476620000302942223CONT.-19    30072013013SALVADOR            1811201400000000030232300CC                                                                                                                                                                                                                                                                                                                                                                                           302578-9      000020
1007421076122COBR_CAUC_BIC  BMC HYUNDAI S.A                         005146343000182SAVEL CONSTRUCAO E LOCACAO LTDA         RUA PRISCILA B,135-QDR A LOT 54 CO      LAURO DE FREITA                         42700000BA476620000402942231CONT.-18    30072013013SALVADOR            1810201400000000030232300CC                                                                                                                                                                                                                                                                                                                                                                                           302578-10     000021
1007421076122COBR_CAUC_BIC  BMC HYUNDAI S.A                         005146343000182SAVEL CONSTRUCAO E LOCACAO LTDA         RUA PRISCILA B,135-QDR A LOT 54 CO      LAURO DE FREITA                         42700000BA476620000502942240CONT.-17    30072013013SALVADOR            1809201400000000030232300CC                                                                                                                                                                                                                                                                                                                                                                                           302578-11     000022
1007421076122COBR_CAUC_BIC  BMC HYUNDAI S.A                         005146343000182SAVEL CONSTRUCAO E LOCACAO LTDA         RUA PRISCILA B,135-QDR A LOT 54 CO      LAURO DE FREITA                         42700000BA476620000602942258CONT.-16    30072013013SALVADOR            1808201400000000030232300CC                                                                                                                                                                                                                                                                                                                                                                                           302578-12     000023
1007421076122COBR_CAUC_BIC  BMC HYUNDAI S.A                         005146343000182SAVEL CONSTRUCAO E LOCACAO LTDA         RUA PRISCILA B,135-QDR A LOT 54 CO      LAURO DE FREITA                         42700000BA476620000702942266CONT.-15    30072013013SALVADOR            1807201400000000030232300CC                                                                                                                                                                                                                                                                                                                                                                                           302578-13     000024
1016420933828COBR_CAUC_COR  PENINSULA INTERNATIONAL S/A             002734023001470FIAGRIL LTDA                            RUA COLONIZADOR ENIO PIPINO 3751 SAL01  SINOP                                   78550514MT4767800001040738172135-2      25062013900BRADESCO S/A        3006201400000000050000000CC                                                                                                                                                                                                                                                                                                                                                                                           302578-14     000025
1016420933828COBR_CAUC_COR  PENINSULA INTERNATIONAL S/A             002734023001470FIAGRIL LTDA                            RUA COLONIZADOR ENIO PIPINO 3751 SAL01  SINOP                                   78550514MT4767800002040738252135-1      25062013900BRADESCO S/A        3006201400000000050000000CC                                                                                                                                                                                                                                                                                                                                                                                           302578-15     000026
9000025                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000027
